timestamp,ip,url,session_id,company_name,state,vertical,intent,sentiment,contact_match_in_crm,repeat_visits,total_pages_viewed,frequency_score,engagement_score
2025-06-29 08:14:00,203.0.113.1,/contact,20301131-1007,GovConnect,DC,Government,High Intent,Highly Interested,True,79,80,11.285714285714286,217.5
2025-06-06 16:59:00,203.0.113.1,/,20301131-8778,GovConnect,DC,Government,General,Interested,True,79,80,11.285714285714286,216.5
2025-05-20 17:44:00,203.0.113.1,/contact,20301131-7778,GovConnect,DC,Government,High Intent,Highly Interested,True,79,80,11.285714285714286,217.5
2025-07-11 12:30:00,203.0.113.1,/products/conversation-hub,20301131-5521,GovConnect,DC,Government,Engagement Tools,Highly Interested,True,79,80,11.285714285714286,217.5
2025-02-28 06:08:00,203.0.113.1,/platform/api-docs,20301131-6231,GovConnect,DC,Government,Technical Interest,Highly Interested,True,79,80,11.285714285714286,217.5
2025-07-12 11:30:00,203.0.113.1,/contact,20301131-6596,GovConnect,DC,Government,High Intent,Neutral,True,79,80,11.285714285714286,215.5
2025-05-24 07:33:00,198.51.100.2,/platform/api-docs,198511002-5625,RetailNext,GA,Retail,Technical Interest,Interested,False,20,20,2.857142857142857,56.0
2025-05-24 19:25:00,198.51.100.2,/platform/api-docs,198511002-6727,RetailNext,GA,Retail,Technical Interest,Neutral,False,20,20,2.857142857142857,55.0
2025-04-13 09:56:00,198.51.100.2,/platform/api-docs,198511002-2063,RetailNext,GA,Retail,Technical Interest,Neutral,False,20,20,2.857142857142857,55.0
2025-05-27 04:45:00,198.51.100.2,/contact,198511002-5529,RetailNext,GA,Retail,High Intent,Neutral,False,20,20,2.857142857142857,55.0
2025-05-20 02:57:00,198.51.100.2,/products/conversation-hub,198511002-3951,RetailNext,GA,Retail,Engagement Tools,Highly Interested,False,20,20,2.857142857142857,57.0
2025-01-11 00:29:00,198.51.100.2,/platform/api-docs,198511002-1172,RetailNext,GA,Retail,Technical Interest,Neutral,False,20,20,2.857142857142857,55.0
2025-01-18 06:22:00,198.51.100.2,/blog/ai-in-customer-service,198511002-8896,RetailNext,GA,Retail,Thought Leadership,Neutral,False,20,20,2.857142857142857,55.0
2025-08-03 07:21:00,198.51.100.2,/blog/ai-in-customer-service,198511002-7392,RetailNext,GA,Retail,Thought Leadership,Interested,False,20,20,2.857142857142857,56.0
2025-01-31 08:14:00,198.51.100.2,/solutions/financial-services,198511002-3189,RetailNext,GA,Retail,Industry Intent,Highly Interested,False,20,20,2.857142857142857,57.0
2025-04-27 19:12:00,198.51.100.2,/platform/api-docs,198511002-8933,RetailNext,GA,Retail,Technical Interest,Interested,False,20,20,2.857142857142857,56.0
2025-05-17 15:17:00,198.51.100.2,/solutions/financial-services,198511002-9641,RetailNext,GA,Retail,Industry Intent,Neutral,False,20,20,2.857142857142857,55.0
2025-05-23 18:40:00,198.51.100.2,/blog/ai-in-customer-service,198511002-9776,RetailNext,GA,Retail,Thought Leadership,Highly Interested,False,20,20,2.857142857142857,57.0
2025-02-16 16:56:00,198.51.100.2,/solutions/healthcare,198511002-8495,RetailNext,GA,Retail,Industry Intent,Neutral,False,20,20,2.857142857142857,55.0
2025-02-18 06:49:00,198.51.100.2,/solutions/financial-services,198511002-9422,RetailNext,GA,Retail,Industry Intent,Interested,False,20,20,2.857142857142857,56.0
2025-05-16 22:42:00,198.51.100.2,/products/knowledge-hub,198511002-9569,RetailNext,GA,Retail,Knowledge Interest,Interested,False,20,20,2.857142857142857,56.0
2025-05-25 00:30:00,198.51.100.2,/blog/ai-in-customer-service,198511002-9479,RetailNext,GA,Retail,Thought Leadership,Highly Interested,False,20,20,2.857142857142857,57.0
2025-02-28 12:36:00,198.51.100.2,/blog/ai-in-customer-service,198511002-2081,RetailNext,GA,Retail,Thought Leadership,Neutral,False,20,20,2.857142857142857,55.0
2025-07-12 21:43:00,198.51.100.2,/,198511002-5767,RetailNext,GA,Retail,General,Neutral,False,20,20,2.857142857142857,55.0
2025-02-25 08:34:00,198.51.100.2,/,198511002-2320,RetailNext,GA,Retail,General,Neutral,False,20,20,2.857142857142857,55.0
2025-04-15 21:36:00,198.51.100.2,/products/conversation-hub,198511002-1921,RetailNext,GA,Retail,Engagement Tools,Interested,False,20,20,2.857142857142857,56.0
